LAT;-17,248257;;;;;;;;;;;;;
LONG;-50,130914;;;;;;;;;;;;;
;Temperatura do Ar [°C];Ponto de orvalho [°C];Radiação Solar [W/m2];DPV [kPa];Umidade Relativa do Ar [%];Precipitação [mm];Molhamento Foliar [min];Velocidade do Vento [m/s];Velocidade Máxima do Vento [m/s];Direção do Vento [deg];Painel Solar [mV];Bateria [mV];DeltaT [°C];
Data/Horário;avg;avg;avg;avg;avg;sum;time;avg;max;avg;last;last;avg;Daily ET0 [mm]
2020-10-24 15:00:00;26,7;22;441;0,85;76,37;3;50;3;8,5;0;10156;6784;3;
2020-10-24 14:00:00;28,77;20,4;338;1,54;60,88;0;0;3,4;8,5;5;9121;6801;6;
2020-10-24 13:00:00;27,44;21,1;493;1,14;68,78;0;0;3,2;6,9;20;9581;6793;4;
2020-10-24 12:00:00;25,69;21,5;267;0,71;78,25;0;0;2,5;5,4;35;9523;6784;3;
2020-10-24 11:00:00;24,68;21,4;155;0,54;82,43;0;0;2,4;4,6;38;6858;6622;2;
2020-10-24 10:00:00;23,68;21,5;273;0,34;88,27;0;0;2,1;4;49;6882;6633;2;
2020-10-24 09:00:00;22,33;21,6;159;0,1;96,05;0;0;1,3;2,9;65;6810;6559;1;
2020-10-24 08:00:00;21,47;21,3;43;0;99,66;0;0;0,4;1,8;52;6523;6405;0;
2020-10-24 07:00:00;20,98;20,8;0;0,01;99,23;0;0;0,5;1,2;49;1466;6320;0;
2020-10-24 06:00:00;20,86;20,5;0;0,03;98,54;0;0;0,1;0,8;339;0;6326;0;
2020-10-24 05:00:00;21,39;20,6;0;0,1;95,82;0;0;0,4;1,7;49;0;6320;1;
2020-10-24 04:00:00;21,96;20,9;0;0,13;94,61;0;0;0,8;2,1;72;0;6323;1;
2020-10-24 03:00:00;22,11;21;0;0,15;94,01;0;0;0,9;2,3;27;0;6320;1;
2020-10-24 02:00:00;21,92;21,7;0;0,01;99,19;0;50;0,7;1,7;342;0;6328;0;
2020-10-24 01:00:00;22,1;21,9;0;0,01;99,39;0;0;0,4;1,3;250;0;6331;0;
2020-10-24 00:00:00;22,25;21,8;0;0,05;97,96;0;0;0,1;1;267;0;6323;0;4,7
2020-10-23 23:00:00;22,41;21,6;0;0,11;95,69;0;0;0,3;1,2;300;0;6323;1;
2020-10-23 22:00:00;23,1;21,7;0;0,21;92,18;0;0;1,1;3;104;0;6340;1;
2020-10-23 21:00:00;23,72;21,7;0;0,31;89,15;0;0;1,3;3,3;131;0;6348;1;
2020-10-23 20:00:00;24,78;20,6;0;0,68;77,88;0;0;1;2,2;149;0;6368;3;
2020-10-23 19:00:00;26,26;19,5;47;1,13;66,86;0;0;0,7;2,4;213;1811;6741;5;
2020-10-23 18:00:00;26,77;19;93;1,3;62,71;0;0;3,5;8,4;336;6427;6767;5;
2020-10-23 17:00:00;33,18;19,2;996;2,84;43,93;0;0;1,3;4,8;17;9523;6770;10;
2020-10-23 16:00:00;32,05;19,8;1014;2,44;48,68;0;0;1,3;4,1;69;9830;6773;8;
2020-10-23 15:00:00;30,39;20,2;992;1,96;54,69;0;0;1,4;3,3;89;9983;6767;7;
2020-10-23 12:00:00;28,91;20,9;676;1,5;62,24;0;0;1,1;3,6;75;9681;6778;5;
2020-10-23 11:00:00;27,38;21,5;346;1,05;70,84;0;0;1,8;3,8;65;9586;6784;4;
2020-10-23 10:00:00;25,65;21,8;582;0,66;79,97;0;0;1,8;3,6;63;6858;6630;3;
2020-10-23 09:00:00;23,97;22,1;352;0,3;89,65;0;0;0,8;1,6;89;6801;6579;1;
2020-10-23 08:00:00;22,31;21,8;113;0,07;97,26;0;0;0,6;1,7;81;6715;6494;0;
2020-10-23 07:00:00;21,38;21,2;0;0;99,56;0;0;0,2;1,1;50;2966;6326;0;
2020-10-23 06:00:00;21,48;21,4;0;0;100;0;0;0,6;1,9;100;0;6314;0;
2020-10-23 05:00:00;21,33;21,2;0;0;100;0;0;0,3;1,9;176;0;6323;0;
2020-10-23 04:00:00;21,44;21,2;0;0,01;99,29;0;0;0,5;1,9;330;0;6309;0;
2020-10-23 03:00:00;21,59;21,1;0;0,06;97,44;0;0;0,7;1,5;52;0;6311;0;
2020-10-23 02:00:00;21,39;20,9;0;0,05;97,61;0;20;0,9;2,4;25;0;6311;0;
2020-10-23 01:00:00;21,48;21,1;0;0,04;98,11;0;60;1,1;2,8;50;0;6320;0;
2020-10-23 00:00:00;22,01;20,9;0;0,15;93,81;0;60;0,9;1,9;59;0;6328;1;4,9
2020-10-22 23:00:00;22,23;20,9;0;0,19;92,69;0;60;0,6;1,8;112;0;6343;1;
2020-10-22 22:00:00;21,91;21,7;0;0,02;99,12;0;60;1,1;4;147;0;6343;0;
2020-10-22 21:00:00;21,75;21,5;0;0,02;99,03;0;60;1,5;2,9;60;0;6337;0;
2020-10-22 20:00:00;21,61;21,3;0;0,03;98,45;0,4;60;1,3;2,6;53;0;6331;0;
2020-10-22 19:00:00;21,32;21,2;0;0;99,64;1,6;60;1,1;2,9;51;0;6337;0;
2020-10-22 18:00:00;24;20,5;0;0,61;84,97;26,2;40;3,5;11,7;268;0;6602;2;
2020-10-22 17:00:00;34,1;15,4;481;3,58;32,83;0;0;1;3,5;343;7443;6759;12;
2020-10-22 16:00:00;34,25;15,5;656;3,62;32,75;0;0;1,7;4,4;33;8541;6784;12;
2020-10-22 15:00:00;33,86;16;1007;3,44;34,63;0;0;1,7;5,1;38;9634;6810;12;
2020-10-22 14:00:00;33,34;17,4;977;3,12;38,93;0;0;1,5;5,9;49;9519;6773;11;
2020-10-22 13:00:00;31,8;18,5;787;2,55;45,62;0;0;1,1;3,7;87;9940;6759;9;
2020-10-22 12:00:00;30,27;19,4;565;2,05;52,41;0;0;0,8;2,6;224;10022;6807;7;
2020-10-22 11:00:00;29,31;19,2;453;1,83;54,92;0;0;0,9;3,4;178;9346;6813;7;
2020-10-22 10:00:00;27,17;20,1;657;1,23;66,06;0;0;0,5;1,7;35;9562;6813;5;
2020-10-22 09:00:00;23,95;20,8;137;0,5;83,07;0;0;0,3;1,2;11;6868;6628;2;
2020-10-22 08:00:00;21,86;20,8;53;0,15;94,08;0;0;0;0,9;325;6652;6451;1;
2020-10-22 07:00:00;21,66;20,3;0;0,19;92,54;0;0;0,6;2;47;1150;6317;1;
2020-10-22 06:00:00;21,79;20,1;0;0,24;90,48;0;0;0,1;0,9;156;0;6323;1;
2020-10-22 05:00:00;21,97;20,4;0;0,22;91,25;0;0;0;1,4;231;0;6326;1;
2020-10-22 04:00:00;22,61;20,2;0;0,35;86,87;0;0;0,5;1,7;33;0;6328;2;
2020-10-22 03:00:00;23,56;19,8;0;0,57;80,13;0;0;0,8;1,7;76;0;6328;3;
2020-10-22 02:00:00;23,26;20;0;0,49;82,39;0;0;0,9;1,7;71;0;6337;2;
2020-10-22 01:00:00;23,69;20,3;0;0,53;81,73;0;0;0,6;2,4;245;0;6337;2;
2020-10-22 00:00:00;24,82;19,5;0;0,85;72,66;0;0;0,7;2,5;303;0;6337;4;3,4
2020-10-21 23:00:00;25,88;18;0;1,26;62,46;0;0;0,5;2,2;339;0;6326;5;
2020-10-21 22:00:00;26,75;17,7;0;1,47;58,05;0;0;0,9;2;37;0;6343;6;
2020-10-21 21:00:00;26,91;17,7;0;1,5;57,49;0;0;0,9;1,9;48;0;6420;6;
2020-10-21 20:00:00;28,07;17;0;1,84;51,34;0;0;0,7;1,5;51;0;6536;7;
2020-10-21 19:00:00;29,9;17,2;70;2,25;46,77;0;0;0,2;1,6;207;2132;6662;8;
2020-10-21 18:00:00;31,09;16,3;256;2,65;41,19;0;0;0,8;2,1;249;9049;6810;10;
2020-10-21 17:00:00;31,32;16,2;525;2,72;40,31;0;0;0,8;2,4;279;9322;6807;10;
2020-10-21 16:00:00;30,4;15,6;451;2,55;41,03;0;0;0,7;1,8;310;10089;6773;10;
2020-10-21 15:00:00;29,81;17,2;366;2,21;47,12;0;0;0,6;1,9;322;9231;6810;8;
2020-10-21 14:00:00;28,47;19,3;458;1,63;57,85;0;0;0,9;3,5;328;9490;6807;6;
2020-10-21 13:00:00;27,65;19,6;380;1,41;61,71;0;0;1,1;2,9;23;9403;6793;5;
2020-10-21 12:00:00;27,41;19,5;608;1,36;62,47;0;0;1,1;2,7;93;9557;6784;5;
2020-10-21 11:00:00;25,59;20;436;0,92;71,83;0;0;0,5;1,6;118;9634;6787;4;
2020-10-21 10:00:00;22,7;21,4;252;0,18;93,13;0;40;0,9;2,2;113;9859;6781;1;
2020-10-21 09:00:00;21,53;20,6;155;0,12;94,93;0;60;0,9;2,1;70;6873;6636;1;
2020-10-21 08:00:00;20,14;20;47;0;99,99;0;60;0,4;1,5;80;6724;6488;0;
2020-10-21 07:00:00;19,76;19,7;0;0;99,99;0;60;0,4;1,7;63;632;6303;0;
2020-10-21 06:00:00;19,83;19,8;0;0;99,99;0;60;0,2;1;317;0;6303;0;
2020-10-21 05:00:00;19,83;19,7;0;0;99,99;0;60;0,1;0,7;313;0;6320;0;
2020-10-21 04:00:00;20,02;19,9;0;0;99,75;0;60;0,3;1,8;42;0;6323;0;
2020-10-21 03:00:00;20,2;20;0;0,01;99,32;0,2;60;0,5;1,4;80;0;6331;0;
2020-10-21 02:00:00;20,07;19,9;0;0;99,53;0;60;0,8;2,1;68;0;6334;0;
2020-10-21 01:00:00;20,07;19,8;0;0,01;99,08;1,6;60;0,7;2,1;242;0;6348;0;
2020-10-21 00:00:00;21,5;19,8;0;0,23;90,85;0;20;1,9;5,8;241;0;6354;1;2,3
2020-10-20 23:00:00;23,41;21;0;0,38;86,56;0;0;0,6;5,3;355;0;6331;2;
2020-10-20 22:00:00;23,52;20,5;0;0,47;83,49;0;0;0,8;1,7;120;0;6397;2;
2020-10-20 21:00:00;23,69;20,4;0;0,51;82,25;0;0;0,5;1,3;139;0;6479;2;
2020-10-20 20:00:00;25,32;19,8;0;0,9;71,76;0;0;0,2;0,8;75;0;6585;4;
2020-10-20 19:00:00;26,55;19,5;53;1,18;65,66;0;0;0,8;2,5;60;1615;6713;5;
2020-10-20 18:00:00;27,15;19,8;340;1,27;64,43;0;0;1,6;3,5;54;9106;6824;5;
2020-10-20 17:00:00;26,18;20,5;562;0,96;71,58;0;0;2,2;4,8;50;10041;6790;4;
2020-10-20 16:00:00;24,31;21;490;0,53;82,42;0;0;1,9;3,8;59;10108;6787;2;
2020-10-20 15:00:00;22,87;21,1;388;0,26;90,49;0,2;40;1,4;3,2;93;10075;6784;1;
2020-10-20 14:00:00;21,83;20,9;116;0,12;95,17;0,2;60;0,5;1,6;172;9159;6810;1;
2020-10-20 13:00:00;21,78;20,8;101;0,13;94,77;0;20;1;2,2;225;8824;6770;1;
2020-10-20 12:00:00;21,91;20,8;136;0,15;93,87;0;0;1,2;2,7;220;6911;6696;1;
2020-10-20 11:00:00;21,66;21;97;0,09;96,25;0;0;1,1;2,7;232;6854;6628;0;
2020-10-20 10:00:00;21,44;20,7;61;0,09;96,14;0;0;1;2,3;254;6724;6528;0;
2020-10-20 09:00:00;20,99;20,6;65;0,04;97,93;0;0;0,6;1,6;318;6638;6471;0;
2020-10-20 08:00:00;20,49;20;3;0,05;97,77;0;0;0,1;0,6;96;2497;6328;0;
2020-10-20 07:00:00;20,21;19,8;0;0,03;98,42;0;0;0;0,6;225;0;6291;0;
2020-10-20 06:00:00;20,18;19,8;0;0,04;98,16;0;0;0;0,7;81;0;6300;0;
2020-10-20 05:00:00;20,48;19,8;0;0,08;96,39;0;0;0,6;1,8;55;0;6300;0;
2020-10-20 04:00:00;20,47;19,9;0;0,06;97,28;0;20;1;3,1;68;0;6317;0;
2020-10-20 03:00:00;20,78;20,3;0;0,04;97,91;0;60;1,4;3,3;46;0;6320;0;
2020-10-20 02:00:00;21,06;20,6;0;0,05;97,69;0,4;60;1,2;2,1;58;0;6337;0;
2020-10-20 01:00:00;21,31;20,5;0;0,11;95,41;0;60;1,3;3,3;21;0;6334;1;
2020-10-20 00:00:00;21,97;20,7;0;0,18;93,05;0,4;50;2;4,3;3;0;6351;1;3,6
2020-10-19 23:00:00;23,5;19,3;0;0,64;77,56;0;0;1,5;3,6;12;0;6346;3;
2020-10-19 22:00:00;24,2;19,2;0;0,78;74,02;0;0;2,6;4,9;38;0;6343;3;
2020-10-19 21:00:00;24,61;20;0;0,73;76,04;0;0;2;3,5;46;0;6388;3;
2020-10-19 20:00:00;24,8;20,4;0;0,7;77,21;0;0;1,3;3,2;45;0;6494;3;
2020-10-19 19:00:00;25,58;20,4;28;0,87;73,27;0;0;2,2;5,3;45;2712;6662;4;
2020-10-19 18:00:00;26,35;20;61;1,07;68,54;0;0;2,2;4,8;42;6901;6776;4;
2020-10-19 17:00:00;27,31;19,9;174;1,29;64,15;0;0;2,9;6;36;7697;6767;5;
2020-10-19 16:00:00;27,31;20,1;269;1,26;65,04;0;0;2,7;7,3;35;9581;6838;5;
2020-10-19 15:00:00;27,77;19,3;271;1,47;60,47;0;0;3;5,9;42;9629;6830;6;
2020-10-19 14:00:00;28,59;18,7;546;1,74;55,41;0;0;3,2;6;61;9590;6833;7;
2020-10-19 13:00:00;28,34;19,2;844;1,62;57,93;0;0;3,3;8;56;10027;6781;6;
2020-10-19 12:00:00;26,64;20,3;857;1,08;68,88;0;0;3,7;7,3;59;10137;6793;4;
2020-10-19 11:00:00;24,52;20,7;284;0,61;79,85;0;0;2,7;5,2;71;10103;6784;3;
2020-10-19 10:00:00;22,78;20,8;333;0,29;89,09;0;0;2;4,2;62;9614;6776;1;
2020-10-19 09:00:00;21,4;20,7;134;0,09;96,26;0;50;2;3,7;50;6901;6650;0;
2020-10-19 08:00:00;20,65;20,1;27;0,06;97,1;0;60;1,1;2,5;64;5272;6414;0;
2020-10-19 07:00:00;20,32;19,9;0;0,04;98,11;0,2;60;0,9;2,5;98;0;6300;0;
2020-10-19 06:00:00;20,73;20;0;0,09;95,93;0,6;60;0,2;1,4;251;0;6314;0;
2020-10-19 05:00:00;21,3;19,8;0;0,21;91,41;0;20;0,3;1,4;103;0;6323;1;
2020-10-19 04:00:00;21,47;19,7;0;0,24;90,12;0;0;0,9;2,9;6;0;6320;1;
2020-10-19 03:00:00;21,59;19,7;0;0,27;89,35;0;0;1,9;5,3;8;0;6343;1;
2020-10-19 02:00:00;22,52;20,2;0;0,34;87,29;0,8;10;2,6;7,3;24;0;6337;2;
2020-10-19 01:00:00;22,99;20,2;0;0,41;85,04;0;0;1,5;4,8;27;0;6346;2;
2020-10-19 00:00:00;23,24;19,8;0;0,53;81,17;0;0;2,4;4,3;54;0;6328;2;4,3
2020-10-18 23:00:00;23,39;20;0;0,51;81,97;0;0;2,6;4,3;44;0;6328;2;
2020-10-18 22:00:00;23,03;20,5;0;0,39;85,92;0;0;1,9;3,7;42;0;6377;2;
2020-10-18 21:00:00;23,16;20,1;0;0,46;83,53;0;0;2;3,5;46;0;6494;2;
2020-10-18 20:00:00;24,27;20,6;0;0,59;80,3;0;0;0,7;3,1;26;0;6610;3;
2020-10-18 19:00:00;25,24;20,2;48;0,83;74,05;0;40;0,7;3;94;2300;6744;3;
2020-10-18 18:00:00;23,79;19,4;53;0,67;77,1;14,8;60;3,7;9,5;27;6432;6719;3;
2020-10-18 17:00:00;27,7;17,8;77;1,67;55,71;0;10;4,2;11,4;27;2617;6693;6;
2020-10-18 16:00:00;34,79;14,6;287;3,88;30,03;0;0;1,3;3,6;161;8512;6744;13;
2020-10-18 15:00:00;34,38;14,3;418;3,78;30,24;0;0;1,2;3,5;317;9159;6793;13;
2020-10-18 14:00:00;33,82;15,5;479;3,49;33,71;0;0;1,4;4,7;28;9188;6815;12;
2020-10-18 13:00:00;33,44;15,4;679;3,4;34,05;0;0;2,1;5,8;44;9058;6790;12;
2020-10-18 12:00:00;32,24;16,2;570;2,95;38,6;0;0;1,9;4,5;43;9538;6818;10;
2020-10-18 11:00:00;30,74;17,1;404;2,46;44,5;0;0;0,9;3,9;93;9475;6778;9;
2020-10-18 10:00:00;28,25;18,2;354;1,73;54,87;0;0;1,2;3,5;114;9408;6793;7;
2020-10-18 09:00:00;25,75;18,8;384;1,13;65,99;0;0;0,8;2,4;122;6916;6670;5;
2020-10-18 08:00:00;22,24;18,8;112;0,5;81,73;0;0;0,3;1,1;153;6691;6488;2;
2020-10-18 07:00:00;21,13;18,2;0;0,39;84,12;0;0;0,2;1;289;1811;6317;2;
2020-10-18 06:00:00;21,68;18,4;0;0,46;82,02;0;0;0;0,6;302;0;6320;2;
2020-10-18 05:00:00;22,41;18,4;0;0,58;78,43;0;0;0,3;1,3;170;0;6317;3;
2020-10-18 04:00:00;22,59;18,9;0;0,54;80,14;0;0;0,2;1,3;216;0;6314;2;
2020-10-18 03:00:00;23,34;19;0;0,64;77,18;0;0;0,3;1,7;205;0;6328;3;
2020-10-18 02:00:00;24,49;18,3;0;0,95;69,21;0;0;0,4;2;212;0;6328;4;
2020-10-18 00:00:00;26,28;16,6;0;1,51;55,55;0;0;0,1;0,9;279;0;6326;6;5
2020-10-17 23:00:00;26,88;16,7;0;1,62;53,92;0;0;0,2;1,3;278;0;6326;7;
2020-10-17 22:00:00;27,4;17,3;0;1,65;54,48;0;0;0,7;1,7;126;0;6331;7;
2020-10-17 21:00:00;29,01;15,7;0;2,2;45,26;0;0;1,1;3,9;185;0;6323;8;
2020-10-17 20:00:00;31,1;13,6;0;2,94;34,91;0;0;2,2;6,5;221;0;6348;11;
2020-10-17 19:00:00;31,12;13,8;0;2,93;35,13;0;0;1,5;6,3;291;0;6474;11;
2020-10-17 18:00:00;33,7;13,5;18;3,67;29,8;0;0;0,3;2,1;155;1634;6585;13;
2020-10-17 17:00:00;36,26;12,6;352;4,55;24,32;0;0;1;3,6;167;6897;6707;15;
2020-10-17 16:00:00;36,3;12,7;577;4,56;24,44;0;0;1,1;3;158;9384;6810;15;
2020-10-17 15:00:00;36,13;13,4;579;4,44;25,8;0;0;1;3,9;198;8493;6767;15;
2020-10-17 14:00:00;35,74;13,7;864;4,28;26,94;0;0;1,5;4,2;143;9341;6776;14;
2020-10-17 13:00:00;34,35;14,7;997;3,74;31,02;0;0;1,7;4,1;74;8708;6776;13;
2020-10-17 12:00:00;33,15;15,2;740;3,33;34,3;0;0;1,7;6,3;62;9006;6790;12;
2020-10-17 11:00:00;31,04;16,6;925;2,6;42,37;0;0;1,8;4,9;95;9519;6787;9;
2020-10-17 10:00:00;27,74;18,4;249;1,59;57,53;0;0;1,1;3,6;99;9643;6796;6;
2020-10-17 09:00:00;24,08;20;313;0,64;78,61;0;0;0,4;1,3;219;9504;6813;3;
2020-10-17 08:00:00;22,06;20;112;0,29;88,61;0;0;0,6;1,7;212;6839;6605;1;
2020-10-17 07:00:00;21,25;19,9;22;0,18;92,55;0;0;0,2;0,8;177;6197;6388;1;
2020-10-17 06:00:00;21,15;19,9;0;0,16;93,34;0;0;0,4;1,6;212;0;6314;1;
2020-10-17 05:00:00;21,36;20,1;0;0,16;93,29;0;0;0,8;1,7;249;0;6314;1;
2020-10-17 04:00:00;21,69;20,3;0;0,19;92,44;0;0;0,7;2,1;226;0;6320;1;
2020-10-17 03:00:00;21,52;20,1;0;0,19;92,23;0;0;0,7;1,8;227;0;6334;1;
2020-10-17 02:00:00;21,67;20;0;0,23;90,7;0;0;0,5;1,4;230;0;6340;1;
2020-10-17 01:00:00;22,11;20,2;0;0,27;89,42;0;0;0,4;1;226;0;6357;1;
2020-10-17 00:00:00;23,12;20,3;0;0,43;84,44;0;0;0,6;1,7;169;0;6348;2;4,5
2020-10-16 23:00:00;24,16;20,4;0;0,59;79,98;0;0;0,7;1,6;183;0;6343;3;
2020-10-16 22:00:00;24,65;20,6;0;0,66;78,41;0;0;1;2,4;208;0;6326;3;
2020-10-16 21:00:00;25,11;20,7;0;0,73;76,82;0;0;0,8;2,3;226;0;6388;3;
2020-10-16 20:00:00;26,06;20,4;0;0,96;71,45;0;0;1,1;2,7;208;0;6465;4;
2020-10-16 19:00:00;27,07;19,9;0;1,23;65,37;0;0;1,8;3,8;197;0;6562;5;
2020-10-16 18:00:00;28,59;19,2;43;1,66;57,28;0;0;2,8;5,1;203;1706;6702;6;
2020-10-16 17:00:00;30,21;18,5;210;2,15;49,82;0;0;3,2;5,7;216;8958;6787;8;
2020-10-16 16:00:00;32,62;15,4;435;3,15;35,77;0;0;2,6;5,4;215;9317;6821;11;
2020-10-16 15:00:00;32,89;16,2;800;3,15;36,96;0;0;2;4;213;9427;6784;11;
2020-10-16 14:00:00;31,6;17,5;775;2,63;43,33;0;0;2,1;4,6;218;9413;6827;9;
2020-10-16 13:00:00;29,88;18,7;550;2,04;51,58;0;0;1,8;4,3;219;10098;6787;7;
2020-10-16 12:00:00;28,9;18,4;230;1,84;53,55;0;0;1,9;3,7;158;9427;6830;7;
2020-10-16 11:00:00;28,46;18,3;310;1,76;54,51;0;0;2,4;4,9;154;9365;6798;7;
2020-10-16 10:00:00;27,7;18,8;312;1,52;58,86;0;0;2,3;6,8;142;9725;6833;6;
2020-10-16 09:00:00;26,15;19,6;252;1,1;67,58;0;0;1,4;3,7;133;9562;6830;4;
2020-10-16 08:00:00;24,42;20,2;180;0,68;77,68;0;0;1,8;3,9;129;6858;6630;3;
2020-10-16 07:00:00;22,09;20,4;69;0,24;90,51;0;0;1,1;2,9;177;6719;6494;1;
2020-10-16 06:00:00;21,95;20,5;0;0,2;92,16;0;0;1,2;3,3;178;1049;6323;1;
2020-10-16 05:00:00;21,83;20,4;0;0,19;92,34;0;0;1,6;4,4;170;0;6326;1;
2020-10-16 04:00:00;21,01;19,5;0;0,21;91,25;0;0;0,6;2,1;195;0;6331;1;
2020-10-16 03:00:00;21,48;19,3;0;0,3;88,03;0;0;1,3;3,6;212;0;6346;1;
2020-10-16 02:00:00;22,71;19,8;0;0,43;84,18;0;0;3,5;8,6;225;0;6337;2;
2020-10-16 01:00:00;25,01;20,3;0;0,77;75,49;0;0;3,4;7,5;232;0;6346;3;
2020-10-16 00:00:00;25,23;20,5;0;0,78;75,54;0;0;1,5;3,2;229;0;6340;3;5,6
2020-10-15 23:00:00;25,81;19,9;0;0,98;70,36;0;0;1,1;2,5;216;0;6337;4;
2020-10-15 22:00:00;26,66;18,8;0;1,31;62,21;0;0;0,8;2;216;0;6323;5;
2020-10-15 21:00:00;27,61;18,2;0;1,58;56,87;0;0;1,4;4,4;179;0;6337;6;
2020-10-15 20:00:00;27,35;18,4;0;1,5;58,57;0;0;1,4;3,4;198;0;6414;6;
2020-10-15 19:00:00;28,25;18,2;0;1,73;54,95;0;0;1,9;4,4;268;0;6539;7;
2020-10-15 18:00:00;30;17,5;31;2,22;47,52;0;0;2;4,6;314;2065;6659;8;
2020-10-15 17:00:00;33,86;15,2;184;3,54;32,94;0;0;0,5;2,5;242;5349;6693;12;
2020-10-15 16:00:00;34,77;15,4;583;3,79;31,62;0;0;1,7;5;187;8756;6787;13;
2020-10-15 15:00:00;34,68;15,8;772;3,71;32,63;0;0;1,8;5,2;163;9365;6796;13;
2020-10-15 14:00:00;34,14;16;973;3,53;34,08;0;0;2,3;5;162;9983;6781;12;
2020-10-15 13:00:00;33,32;15,8;890;3,31;35,15;0;0;2,5;9,2;155;8804;6790;12;
2020-10-15 12:00:00;33,15;15,6;888;3,28;35,14;0;0;2,8;7,8;151;9054;6793;12;
2020-10-15 11:00:00;32;16,2;687;2,89;39,07;0;0;2,6;5,6;144;9332;6807;10;
2020-10-15 10:00:00;30,44;17,3;342;2,36;45,76;0;0;2,5;4,7;128;9461;6807;9;
2020-10-15 09:00:00;28,07;18;377;1,72;54,65;0;0;1,9;3,6;149;9528;6810;7;
2020-10-15 08:00:00;24,63;19;297;0,89;71,3;0;0;1,1;2,7;213;6887;6653;4;
2020-10-15 07:00:00;22,07;18,2;53;0,54;79,26;0;0;0,3;1,6;204;6638;6440;3;
2020-10-15 06:00:00;22,43;17,8;0;0,66;75,43;0;0;0,7;1,3;37;1035;6331;3;
2020-10-15 05:00:00;23,73;17,6;0;0,9;69,05;0;0;0,9;2,7;104;0;6328;4;
2020-10-15 04:00:00;23,99;17,9;0;0,91;69,4;0;0;1,5;4,2;143;0;6326;4;
2020-10-15 03:00:00;22,28;17,9;0;0,62;76,89;0;0;0,6;2,4;180;0;6340;3;
2020-10-15 02:00:00;23,4;17,5;0;0,85;70,1;0;0;0,1;1;171;0;6331;4;
2020-10-15 01:00:00;24,27;17,7;0;0,99;67,16;0;0;0,7;1,8;81;0;6337;4;
2020-10-15 00:00:00;25,63;17,3;0;1,3;60,26;0;0;1,4;2,3;56;0;6334;5;6,3
2020-10-14 23:00:00;26,54;16,7;0;1,55;55;0;0;1;2,5;53;0;6323;6;
2020-10-14 22:00:00;27,66;16,2;0;1,84;50,05;0;0;1,1;3,3;41;0;6331;7;
2020-10-14 21:00:00;28,45;16;0;2,04;47,11;0;0;1,6;3,2;11;0;6388;8;
2020-10-14 20:00:00;28,53;15,2;0;2,15;44,7;0;0;1,2;2,9;29;0;6457;8;
2020-10-14 19:00:00;31,08;14,5;0;2,84;36,86;0;0;1,8;3,7;30;0;6573;11;
2020-10-14 18:00:00;33,66;15;139;3,5;32,77;0;0;3,4;6,6;25;6125;6722;12;
2020-10-14 17:00:00;35,99;14,4;369;4,28;27,84;0;0;2,4;5,9;352;8732;6778;14;
2020-10-14 16:00:00;36,68;12,8;535;4,68;23,99;0;0;1,5;4,5;26;9403;6796;15;
2020-10-14 15:00:00;36,57;13,2;841;4,59;24,95;0;0;2;4,9;24;9442;6790;15;
2020-10-14 14:00:00;36,02;14,4;971;4,29;27,77;0;0;2;5,5;47;9356;6784;14;
2020-10-14 13:00:00;35,27;15,4;1042;3,95;30,74;0;0;2,5;6,6;40;9926;6770;13;
2020-10-14 12:00:00;34,58;16,6;1023;3,59;34,53;0;0;2,2;5,2;49;9658;6787;12;
2020-10-14 11:00:00;33,05;17,2;893;3,06;39,19;0;0;1,8;4,8;54;9595;6793;11;
2020-10-14 10:00:00;31,49;18,2;232;2,51;45,62;0;0;0,9;4;319;9485;6787;9;
2020-10-14 09:00:00;28,24;18,6;372;1,68;56,29;0;0;1,5;3,2;46;6973;6722;6;
2020-10-14 08:00:00;24,63;19,3;275;0,85;72,59;0;0;2,1;4,3;43;6849;6608;4;
2020-10-14 07:00:00;21,74;19;81;0,38;85;0;0;1,7;3,6;42;6662;6448;2;
2020-10-14 06:00:00;21,22;18,6;0;0,36;85,49;0;0;0,9;1,8;49;1289;6314;2;
2020-10-14 05:00:00;21,23;18,3;0;0,41;83,58;0;0;0,6;2,3;53;0;6320;2;
2020-10-14 04:00:00;21,92;18,3;0;0,51;80,37;0;0;1,3;2,7;48;0;6311;2;
2020-10-14 03:00:00;22,5;18,2;0;0,61;77,15;0;0;1,4;2,9;48;0;6314;3;
2020-10-14 02:00:00;22,73;18,1;0;0,67;75,69;0;0;1,5;2,9;49;0;6320;3;
2020-10-14 01:00:00;23,46;17,9;0;0,82;71,39;0;0;0,9;2,3;48;0;6314;4;
2020-10-14 00:00:00;23,63;17,6;0;0,88;69,54;0;0;0,3;1,3;70;0;6326;4;6
2020-10-13 23:00:00;24,03;17,2;0;1,01;66,1;0;0;0,2;1,4;41;0;6354;4;
2020-10-13 22:00:00;25,91;16,8;0;1,42;57,45;0;0;0,9;1,4;64;0;6351;6;
2020-10-13 21:00:00;26,85;16,3;0;1,66;52,65;0;0;1,3;2,5;56;0;6357;7;
2020-10-13 20:00:00;27,79;15,9;0;1,91;48,66;0;0;1,4;2,3;41;0;6368;8;
2020-10-13 19:00:00;30,27;14;0;2,69;37,45;0;0;1,4;3,6;33;0;6559;10;
2020-10-13 18:00:00;33,8;13,2;109;3,73;29,17;0;0;1,6;3,9;37;5018;6710;13;
