LAT;-29,11099;;;;;;;;
LONG;-51,40176;;;;;;;;
;Temperatura do Ar [°C];Ponto de orvalho [°C];Radiação Solar [W/m2];Umidade Relativa do Ar [%];Precipitação [mm];Molhamento Foliar [min];Velocidade do Vento [m/s];Bateria [mV];Daily ET0 [mm]
Data/Horário;avg;avg;avg;avg;sum;time;avg;last;
2020-08-31 15:00:00;9,14;9,1;167;100;0;0;1,3;6952;
2020-08-31 14:00:00;8,96;8,9;217;100;0;0;1,2;6952;
2020-08-31 13:00:00;8,45;8,4;214;100;0;0;1,2;6894;
2020-08-31 12:00:00;7,95;7,9;195;100;0;40;1,2;6884;
2020-08-31 11:00:00;7,6;7,5;117;100;0;60;1,2;6766;
2020-08-31 10:00:00;7,48;7,4;61;100;0;60;0,6;6688;
2020-08-31 09:00:00;7,25;7,1;28;100;0;60;1,3;6590;
2020-08-31 08:00:00;7,3;7,2;0;100;0;60;0,9;6522;
2020-08-31 07:00:00;7,45;7,4;0;100;1,4;60;0,6;6522;
2020-08-31 06:00:00;7,67;7,6;0;100;0;60;0,7;6522;
2020-08-31 05:00:00;7,77;7,7;0;100;0,6;60;0,9;6522;
2020-08-31 04:00:00;7,99;7,9;0;100;0;60;0,7;6522;
2020-08-31 03:00:00;8,17;8,1;0;100;0;60;1;6522;
2020-08-31 02:00:00;8,27;8,2;0;100;0,8;60;0,7;6512;
2020-08-31 01:00:00;8,42;8,3;0;100;0;60;0,6;6522;
2020-08-31 00:00:00;8,75;8,7;0;100;0;60;1;6522;0,6
2020-08-30 23:00:00;9,14;9;0;100;0;60;1;6522;
2020-08-30 22:00:00;9,46;9,4;0;100;0;60;0,8;6522;
2020-08-30 21:00:00;9,71;9,6;0;100;0;60;1;6542;
2020-08-30 20:00:00;9,81;9,7;0;100;0;60;0,9;6552;
2020-08-30 19:00:00;9,74;9,6;0;100;0;60;1,3;6572;
2020-08-30 18:00:00;9,94;9,8;7;100;0;60;1,5;6620;
2020-08-30 17:00:00;10,5;10,4;22;100;0;60;1,3;6668;
2020-08-30 16:00:00;10,96;10,9;43;100;0;60;1,2;6698;
2020-08-30 15:00:00;11,03;11;48;100;0,6;45;1,2;6728;
2020-08-30 14:00:00;11,42;11,3;62;100;0;0;0,7;6698;
2020-08-30 13:00:00;11,2;11,1;46;100;0;0;1,2;6668;
2020-08-30 12:00:00;11,17;11,1;89;100;0;0;1,3;6688;
2020-08-30 11:00:00;10,96;10,9;60;100;0;0;1,6;6630;
2020-08-30 10:00:00;11,4;11,3;66;100;0;0;1,5;6630;
2020-08-30 09:00:00;12,83;12,7;32;100;0;5;1,7;6572;
2020-08-30 08:00:00;13,37;13,3;13;100;0;20;2,2;6562;
2020-08-30 07:00:00;13,79;13,7;0;100;0;60;1,3;6552;
2020-08-30 06:00:00;13,97;13,9;0;100;0;60;0,8;6552;
2020-08-30 05:00:00;13,97;13,9;0;100;0;60;0,6;6562;
2020-08-30 04:00:00;14,11;14;0;100;0;60;0,9;6552;
2020-08-30 03:00:00;14,41;14,3;0;100;0;60;1,1;6562;
2020-08-30 02:00:00;15,02;14,9;0;100;0;60;0,9;6572;
2020-08-30 01:00:00;17,03;16,9;0;100;0;60;1;6572;
2020-08-30 00:00:00;18,4;18,3;0;100;0;60;1,1;6572;2,8
2020-08-29 23:00:00;18,89;18,8;0;100;0;60;0,7;6590;
2020-08-29 22:00:00;18,98;18,9;0;100;1;60;0,7;6590;
2020-08-29 21:00:00;21,97;16,1;0;71,25;5,8;10;0,9;6600;
2020-08-29 20:00:00;22,02;16,1;0;70,26;0;60;0,2;6620;
2020-08-29 19:00:00;23,21;16,5;0;68,59;1,2;30;1,1;6630;
2020-08-29 18:00:00;27,91;13,9;36;42,88;0;0;0,5;6708;
2020-08-29 17:00:00;29,54;13,7;185;38,61;0;0;1,7;6962;
2020-08-29 16:00:00;30,14;14,5;332;39,24;0;0;0,8;6982;
2020-08-29 15:00:00;30,24;14,8;485;39,94;0;0;1;6972;
2020-08-29 14:00:00;29,77;15,5;656;42,71;0;0;1,3;6982;
2020-08-29 13:00:00;28,13;15,4;641;47,05;0;0;1,1;6982;
2020-08-29 12:00:00;26,25;15,2;615;51,4;0;0;0,8;6982;
2020-08-29 11:00:00;24,76;14,9;558;55,1;0;0;0,4;6982;
2020-08-29 10:00:00;21,97;14,2;281;62,14;0;0;0,1;6982;
2020-08-29 09:00:00;19,96;12,9;134;64,79;0;0;0,4;6796;
2020-08-29 08:00:00;18,75;12,2;57;66,72;0;0;0,7;6650;
2020-08-29 07:00:00;18,53;11,9;0;66,33;0;0;0,6;6552;
2020-08-29 06:00:00;18,18;11,8;0;67,23;0;0;0,4;6562;
2020-08-29 05:00:00;17,67;11,7;0;68,96;0;0;0,1;6562;
2020-08-29 04:00:00;17,91;11,8;0;68,59;0;0;0,3;6572;
2020-08-29 03:00:00;16,73;13,5;0;82,86;0;60;0,1;6582;
2020-08-29 02:00:00;16,74;15,8;0;95,08;0;60;0,2;6590;
2020-08-29 01:00:00;18,29;15,2;0;84,22;4;35;0,4;6600;
2020-08-29 00:00:00;19,4;14;0;72,07;0;0;0,1;6610;2
2020-08-28 23:00:00;19,58;14,4;0;72,85;0;0;0,4;6610;
2020-08-28 22:00:00;19,92;14,8;0;73,35;0;0;0,5;6620;
2020-08-28 21:00:00;19,96;15;0;74,14;0;0;1,1;6630;
2020-08-28 20:00:00;20,22;15;0;73,12;0;0;0,6;6630;
2020-08-28 19:00:00;20,88;15,6;0;72,77;0;0;0,4;6660;
2020-08-28 18:00:00;21,89;16;26;69,96;0;0;0,2;6748;
2020-08-28 17:00:00;23,48;15,5;129;61,97;0;0;0,2;6972;
2020-08-28 16:00:00;24,7;14,7;339;54,7;0;0;0,3;6982;
2020-08-28 15:00:00;24,07;13,8;461;53,42;0;0;0,5;6972;
2020-08-28 14:00:00;22,6;13,4;533;56,95;0;0;0,6;6982;
2020-08-28 13:00:00;20,54;13,2;236;63,5;0;0;0,5;6982;
2020-08-28 12:00:00;19,07;13,3;398;70,32;0;0;1,5;6982;
2020-08-28 11:00:00;17,3;13,6;353;80,09;0;0;1,5;6982;
2020-08-28 10:00:00;15,28;13,7;198;91,45;0;0;1,5;6922;
2020-08-28 09:00:00;14,29;13,9;116;98,52;0;0;1,1;6756;
2020-08-28 08:00:00;13,58;13,5;40;100;0;0;1,1;6630;
2020-08-28 07:00:00;14,49;12,4;0;89,07;0;0;1,5;6562;
2020-08-28 06:00:00;16,69;10,4;0;67,03;0;0;0,7;6572;
2020-08-28 05:00:00;17,03;10,8;0;67,64;0;0;0,8;6582;
2020-08-28 04:00:00;17,27;11,2;0;68,66;0;0;0,5;6590;
2020-08-28 03:00:00;17,15;12;0;72,67;0;0;0,4;6590;
2020-08-28 02:00:00;16,67;12,4;0;76,67;0;0;0,3;6600;
2020-08-28 01:00:00;16,24;11,4;0;73,76;0;0;0;6600;
2020-08-28 00:00:00;16,71;11,2;0;70,92;0;0;0;6610;3,3
2020-08-27 23:00:00;16,66;11,8;0;74,08;0;0;0;6610;
2020-08-27 22:00:00;17,03;12;0;73,58;0;0;0,3;6620;
2020-08-27 21:00:00;17,45;12,3;0;72,66;0;0;0,6;6620;
2020-08-27 20:00:00;18,31;12,1;0;68,14;0;0;1,5;6620;
2020-08-27 19:00:00;19,87;11,6;0;59,74;0;0;2,1;6668;
2020-08-27 18:00:00;21,97;12,2;73;54,55;0;0;2,2;6796;
2020-08-27 17:00:00;24,32;13,7;230;52,38;0;0;1,9;6982;
2020-08-27 16:00:00;31,2;12,8;410;33,16;0;0;0,5;6962;
2020-08-27 15:00:00;30,6;11,9;597;32,39;0;0;0,6;6972;
2020-08-27 14:00:00;29,53;11,3;693;33,05;0;0;0,8;6972;
2020-08-27 13:00:00;27,65;10,8;725;35,54;0;0;0,9;6982;
2020-08-27 12:00:00;25,47;10,5;682;39,59;0;0;0,8;6982;
2020-08-27 11:00:00;22,98;10,1;502;44,91;0;0;0,6;6982;
2020-08-27 10:00:00;20,15;9,6;435;51,66;0;0;0,9;6982;
2020-08-27 09:00:00;17,64;8,9;237;57,4;0;0;0,7;6874;
2020-08-27 08:00:00;15,57;8,5;59;63,69;0;0;0,5;6650;
2020-08-27 07:00:00;14,67;8,1;0;65,54;0;0;0,4;6552;
2020-08-27 06:00:00;14,97;8;0;64,12;0;0;0,2;6562;
2020-08-27 05:00:00;15,66;8;0;60,95;0;0;0,5;6562;
2020-08-27 04:00:00;16,08;7,8;0;58,72;0;0;0,6;6582;
2020-08-27 03:00:00;16,5;7,6;0;56,38;0;0;0,2;6590;
2020-08-27 02:00:00;17,37;7,6;0;53,33;0;0;0,7;6600;
2020-08-27 01:00:00;17,94;7,8;0;52,39;0;0;0,4;6600;
2020-08-27 00:00:00;19,11;8,6;0;51,13;0;0;0,6;6610;3,5
2020-08-26 23:00:00;21,04;7,9;0;43,38;0;0;0,8;6620;
2020-08-26 22:00:00;22,58;6,2;0;35,49;0;0;1,2;6630;
2020-08-26 21:00:00;23,44;5,4;0;31,7;0;0;0,8;6620;
2020-08-26 20:00:00;24,74;5;0;28,65;0;0;1,1;6640;
2020-08-26 19:00:00;25,21;5,5;0;28,65;0;0;0,7;6660;
2020-08-26 18:00:00;27,24;6,4;78;27,24;0;0;0,3;6756;
2020-08-26 17:00:00;29,08;6,4;274;24,5;0;0;0,5;6972;
2020-08-26 16:00:00;29,58;7,1;464;24,77;0;0;0,8;6972;
2020-08-26 15:00:00;29,16;7,4;620;26,04;0;0;0,9;6972;
2020-08-26 14:00:00;27,65;7,7;718;28,84;0;0;1,3;6982;
2020-08-26 13:00:00;25,73;7,9;745;32,93;0;0;1,1;6982;
2020-08-26 12:00:00;23,04;7,5;701;37,64;0;0;1,3;6982;
2020-08-26 11:00:00;20,61;7,6;594;43,79;0;0;1,1;6992;
2020-08-26 10:00:00;17,81;7,5;440;51,77;0;0;0,9;6992;
2020-08-26 09:00:00;15,45;7,8;251;61,31;0;0;1;6884;
2020-08-26 08:00:00;13,73;8,3;58;70,7;0;0;0,9;6630;
2020-08-26 07:00:00;12,9;9;0;77,64;0;0;1;6572;
2020-08-26 06:00:00;13,05;9,4;0;79,25;0;0;1,2;6572;
2020-08-26 05:00:00;13,37;9,4;0;77,91;0;0;1,3;6572;
2020-08-26 04:00:00;13,73;9,4;0;75,74;0;0;1;6590;
2020-08-26 03:00:00;14,34;9,4;0;73,24;0;0;0,9;6590;
2020-08-26 02:00:00;15;9,3;0;69,71;0;0;1;6590;
2020-08-26 01:00:00;15,57;9,1;0;66,15;0;0;1,1;6610;
2020-08-26 00:00:00;16,3;8,7;0;61,28;0;0;1,7;6620;3,4
2020-08-25 23:00:00;17,11;8,1;0;56,2;0;0;1,6;6620;
2020-08-25 22:00:00;18,19;7,3;0;49,65;0;0;1,6;6630;
2020-08-25 21:00:00;19,48;6,1;0;42,43;0;0;1,3;6630;
2020-08-25 20:00:00;20,87;6,9;0;41,1;0;0;1,2;6640;
2020-08-25 19:00:00;22,26;7,8;0;39,98;0;0;1,1;6668;
2020-08-25 18:00:00;24,01;8,7;70;38,34;0;0;0,6;6776;
2020-08-25 17:00:00;25,69;8,9;267;34,93;0;0;0,7;6972;
2020-08-25 16:00:00;25,88;8,3;392;33,61;0;0;0,9;6982;
2020-08-25 15:00:00;25,87;8,1;589;32,95;0;0;1;6982;
2020-08-25 14:00:00;24,88;7,7;678;34,14;0;0;1,2;6982;
2020-08-25 13:00:00;23,28;7,8;712;37,81;0;0;1,3;6982;
2020-08-25 12:00:00;20,7;7;670;41,65;0;0;1,6;6992;
2020-08-25 11:00:00;18;6,5;565;47,66;0;0;1,8;6992;
2020-08-25 10:00:00;15,16;5,8;406;54,14;0;0;1,9;6992;
2020-08-25 09:00:00;13,45;5,9;227;61,25;0;0;1,1;6904;
2020-08-25 08:00:00;11,92;5,8;75;66,79;0;0;1,5;6678;
2020-08-25 07:00:00;11,05;5,6;0;70,07;0;0;1,2;6562;
2020-08-25 06:00:00;11,18;5,7;0;69,77;0;0;1,2;6552;
2020-08-25 05:00:00;11,47;6,1;0;70,53;0;0;1,5;6572;
2020-08-25 04:00:00;11,8;6,7;0;71,89;0;0;1,4;6582;
2020-08-25 03:00:00;12,36;7,4;0;72,44;0;0;2;6582;
2020-08-25 02:00:00;12,93;7,7;0;70,98;0;0;2,3;6600;
2020-08-25 01:00:00;13,37;7,6;0;69,05;0;0;2,2;6600;
2020-08-25 00:00:00;13,93;7,5;0;66,09;0;0;2,4;6610;3,3
2020-08-24 23:00:00;14,56;7,4;0;62,88;0;0;2,2;6620;
2020-08-24 22:00:00;15,42;7,1;0;58,45;0;0;2,5;6620;
2020-08-24 21:00:00;16,57;6,9;0;53,43;0;0;2,3;6630;
2020-08-24 20:00:00;17,73;5,9;0;46,53;0;0;2;6640;
2020-08-24 19:00:00;18,76;5,2;0;41,75;0;0;1,3;6678;
2020-08-24 18:00:00;20,57;4,8;82;36,33;0;0;1;6834;
2020-08-24 17:00:00;22,24;4,9;287;33,13;0;0;1;6982;
2020-08-24 16:00:00;22,62;4,8;480;32;0;0;1,3;6982;
2020-08-24 15:00:00;22,28;4,9;634;32,84;0;0;1,5;6982;
2020-08-24 14:00:00;22,07;5,7;732;35,29;0;0;1,2;6982;
2020-08-24 13:00:00;20,76;5,9;758;38,7;0;0;1,5;6992;
2020-08-24 12:00:00;18,89;6,3;717;44,5;0;0;1,7;6992;
2020-08-24 11:00:00;16,45;6,3;613;52,1;0;0;1,8;6992;
2020-08-24 10:00:00;14,04;6,5;458;61,26;0;0;1,7;6992;
2020-08-24 09:00:00;12,28;6,5;265;68,69;0;0;1,1;6914;
2020-08-24 08:00:00;10,36;6,1;61;76;0;0;0,4;6620;
2020-08-24 07:00:00;9,96;6,1;0;77,34;0;0;0,6;6572;
2020-08-24 06:00:00;10,17;6,2;0;76,62;0;0;0,5;6572;
2020-08-24 05:00:00;10,29;6,2;0;76,23;0;0;0,6;6582;
2020-08-24 04:00:00;11,09;6,1;0;72,53;0;0;1,7;6590;
2020-08-24 03:00:00;11,36;6,3;0;72,33;0;0;1,9;6600;
2020-08-24 02:00:00;11,59;6,7;0;73,19;0;0;2;6600;
2020-08-24 01:00:00;11,88;7,4;0;74,74;0;0;2,1;6610;
2020-08-24 00:00:00;11,99;8;0;77,35;0;0;1,1;6610;2,5
2020-08-23 23:00:00;12,75;8;0;73,76;0;0;1,4;6620;
2020-08-23 22:00:00;13,47;7,5;0;68,26;0;0;1,5;6620;
2020-08-23 21:00:00;14,12;6,7;0;61,56;0;0;1,1;6620;
2020-08-23 20:00:00;14,83;6,4;0;57,76;0;0;0,6;6640;
2020-08-23 19:00:00;16,34;6,4;0;52,68;0;0;0,6;6688;
2020-08-23 18:00:00;18,97;5,5;61;42,13;0;0;0,6;6816;
2020-08-23 17:00:00;20,69;4,1;271;34,27;0;0;1,2;6982;
2020-08-23 16:00:00;20,98;3,3;472;31,86;0;0;1,5;6992;
2020-08-23 15:00:00;20,97;3,7;627;32,78;0;0;1,2;6982;
2020-08-23 14:00:00;20,09;4;727;35,32;0;0;1,7;6982;
2020-08-23 13:00:00;18,76;3,7;757;37,59;0;0;1,4;6992;
2020-08-23 12:00:00;16,61;2,8;718;40,14;0;0;1,3;6992;
2020-08-23 11:00:00;14,52;2,1;612;43,72;0;0;1,1;6992;
2020-08-23 10:00:00;11;2,3;455;56,13;0;0;0,8;7000;
2020-08-23 09:00:00;6,56;3,5;261;81,97;0;0;0,2;6922;
2020-08-23 08:00:00;5,05;3,2;48;88,94;0;0;0;6600;
2020-08-23 07:00:00;5,08;2,7;0;85,5;0;0;0,1;6542;
2020-08-23 06:00:00;4,85;3,1;0;89,57;0;0;0;6532;
2020-08-23 05:00:00;4,92;3,1;0;89,47;0;0;0;6552;
2020-08-23 04:00:00;5,49;3,2;0;86,03;0;0;0;6562;
2020-08-23 03:00:00;5,79;3;0;82,9;0;0;0;6572;
2020-08-23 02:00:00;6,47;2,9;0;78,51;0;0;0;6582;
2020-08-23 01:00:00;6,85;3;0;77,09;0;0;0;6590;
2020-08-23 00:00:00;7,27;3;0;75,21;0;0;0,1;6582;2
2020-08-22 23:00:00;7,89;3,3;0;73,26;0;0;0,6;6600;
2020-08-22 22:00:00;8,44;3,3;0;70,67;0;0;1,1;6610;
2020-08-22 21:00:00;9,07;3;0;66,43;0;0;1;6610;
2020-08-22 20:00:00;9,93;2,8;0;61,82;0;0;1,5;6630;
2020-08-22 19:00:00;10,59;3,1;0;60,38;0;0;1,4;6698;
2020-08-22 18:00:00;12,95;3,1;78;51,82;0;0;1,1;6864;
2020-08-22 17:00:00;15,86;3,7;276;44,99;0;0;0,9;6992;
2020-08-22 16:00:00;16,64;3;467;40,64;0;0;1,1;6992;
2020-08-22 15:00:00;17,06;1,9;617;36,77;0;0;0,9;6992;
2020-08-22 14:00:00;16,53;0,9;717;35,31;0;0;1,1;6992;
2020-08-22 13:00:00;15,39;1,4;747;39,33;0;0;0,8;6992;
2020-08-22 12:00:00;13,21;1,4;706;45,06;0;0;0,8;6992;
2020-08-22 11:00:00;9,86;1,6;597;57,28;0;0;0,5;7000;
2020-08-22 10:00:00;5,26;0,5;443;72,43;0;0;0,3;7000;
2020-08-22 09:00:00;1,57;0;247;89,48;0;0;0;6952;
2020-08-22 08:00:00;-0,02;-0,7;44;95,04;0;0;0;6590;
2020-08-22 07:00:00;-0,94;-1,5;0;94,84;0;0;0;6502;
2020-08-22 06:00:00;-0,66;-1,7;0;91,82;0;0;0;6522;
2020-08-22 05:00:00;-0,18;-1,7;0;88,43;0;0;0;6532;
2020-08-22 04:00:00;0,32;-2,3;0;82,39;0;0;0;6532;
2020-08-22 03:00:00;1,08;-2,3;0;77,84;0;0;0;6552;
2020-08-22 02:00:00;1,45;-2,3;0;75,86;0;0;0;6562;
2020-08-22 01:00:00;2,31;-2,8;0;69,01;0;0;0;6572;
2020-08-22 00:00:00;3,56;-2,7;0;63,39;0;0;0;6572;1,7
2020-08-21 23:00:00;4,31;-3,4;0;57,26;0;0;0;6582;
2020-08-21 22:00:00;4,45;-3,1;0;57,82;0;0;0,1;6590;
2020-08-21 21:00:00;4,16;-2,6;0;61,28;0;0;0;6590;
2020-08-21 20:00:00;5,55;-2,4;0;56,4;0;0;0,6;6610;
2020-08-21 19:00:00;6,72;-2,6;0;51,22;0;0;0,9;6668;
2020-08-21 18:00:00;9,86;-2,6;80;42,1;0;0;0,3;6962;
2020-08-21 17:00:00;12,1;-3,4;284;33,89;0;0;0,4;6992;
2020-08-21 16:00:00;12,22;-3,7;475;32,76;0;0;0,8;6992;
2020-08-21 15:00:00;12,39;-3,7;625;32,48;0;0;0,7;6992;
2020-08-21 14:00:00;11,34;-3,2;720;36,06;0;0;1;6992;
2020-08-21 13:00:00;10,48;-2,5;745;40,24;0;0;0,9;6992;
2020-08-21 12:00:00;9,49;-2,1;703;44,4;0;0;0,9;6992;
2020-08-21 11:00:00;6,71;-0,9;602;58,99;0;0;0,9;7000;
2020-08-21 10:00:00;1,82;1,6;442;99,13;0,2;50;0,5;7010;
2020-08-21 09:00:00;-0,8;-0,6;160;100;0;5;0,1;7000;
2020-08-21 08:00:00;-2,74;-2,5;29;100;0;0;0;6630;
2020-08-21 07:00:00;-3,14;-3;0;100;0;0;0;6512;
2020-08-21 06:00:00;-2,67;-2,5;0;100;0;0;0;6522;
2020-08-21 05:00:00;-1,66;-1,5;0;100;0;0;0;6542;
2020-08-21 04:00:00;-0,81;-0,6;0;99,97;0;0;0;6552;
2020-08-21 03:00:00;-0,11;-1,2;0;91,85;0;0;0;6562;
2020-08-21 02:00:00;0,93;-2;0;80,38;0;0;0,2;6572;
2020-08-21 01:00:00;2,01;-2,2;0;73,43;0;0;0,4;6582;
2020-08-21 00:00:00;1,59;-0,6;0;85,81;0;0;0,1;6582;1
2020-08-20 23:00:00;1,56;1;0;97,02;0;0;0;6582;
2020-08-20 22:00:00;2,04;0,8;0;92,35;0;0;0;6582;
2020-08-20 21:00:00;2,52;0,8;0;89,68;0;0;0,2;6582;
2020-08-20 20:00:00;2,58;0,4;0;86,52;0;0;0;6620;
2020-08-20 19:00:00;3,06;0,3;0;83,25;0;0;0;6698;
2020-08-20 18:00:00;5,62;0,2;51;68,92;0;0;0,3;6806;
2020-08-20 17:00:00;6,9;0,4;114;64,46;0;0;0,3;6992;
2020-08-20 16:00:00;6,51;2,5;159;76,43;0;0;0,2;6992;
2020-08-20 15:00:00;5,93;1,8;70;75,64;0;0;0,2;6992;
2020-08-20 14:00:00;6,69;0,4;87;65,25;0;0;0,3;6992;
2020-08-20 13:00:00;7,24;0,4;163;62,73;0;0;0,3;6992;
2020-08-20 12:00:00;8,01;1,2;372;62,97;0;0;0,7;6992;
2020-08-20 11:00:00;7,78;2,4;509;69,56;0;0;0,9;7000;
2020-08-20 10:00:00;6,12;2,1;282;76,54;0;0;0,8;7000;
2020-08-20 09:00:00;5,18;1,6;126;78,67;0;0;0,8;6834;
2020-08-20 08:00:00;4,66;1,8;43;82,68;0;0;0,8;6630;
2020-08-20 07:00:00;4,87;3,3;0;90,39;0;0;0,9;6532;
2020-08-20 06:00:00;5,02;4,2;0;95,45;0;0;1;6552;
2020-08-20 05:00:00;5,53;5,1;0;98,31;0;0;0,7;6562;
2020-08-20 04:00:00;6,27;4,4;0;88,61;0;0;0,3;6552;
2020-08-20 03:00:00;6,43;4;0;85,58;0;0;0,6;6572;
2020-08-20 02:00:00;6,65;4;0;84,41;0;0;0,9;6582;
2020-08-20 01:00:00;6,84;4,9;0;88,4;0;0;1,4;6582;
2020-08-20 00:00:00;7,51;5,2;0;86,48;0;0;0,8;6590;1,2
2020-08-19 23:00:00;7,92;5,4;0;84,69;0;0;1,3;6600;
2020-08-19 22:00:00;8,25;5,7;0;84,74;0;0;1,3;6600;
2020-08-19 21:00:00;9,02;6,9;0;87,43;0;0;1,9;6600;
2020-08-19 20:00:00;9,82;7,6;0;86,78;0;0;1;6600;
2020-08-19 19:00:00;10,14;7;0;81,74;0;0;0,9;6660;
2020-08-19 18:00:00;11,49;6,9;45;74,03;0;0;1,2;6816;
2020-08-19 17:00:00;13,03;8,2;156;73,49;0;0;1;6982;
2020-08-19 16:00:00;13,72;8,3;202;70,76;0;0;1;6992;
2020-08-19 15:00:00;14,16;8,1;320;67,67;0;0;1,3;6992;
2020-08-19 14:00:00;13,53;9,8;360;79,32;0;0;1,2;6992;
2020-08-19 13:00:00;12,23;11,6;158;96,8;0;35;0,8;6972;
2020-08-19 12:00:00;11,98;11,9;165;99,87;0;60;1,1;6962;
2020-08-19 11:00:00;11,37;11,3;164;100;0;60;1,9;6864;
2020-08-19 10:00:00;11,75;11,7;75;100;0;60;1,8;6786;
2020-08-19 09:00:00;14,97;14,9;43;100;0;60;0,2;6668;
2020-08-19 08:00:00;14,64;14,6;9;100;0;60;0,1;6600;
2020-08-19 07:00:00;14,29;14,2;0;100;0;60;0;6572;
2020-08-19 06:00:00;14,44;14,4;0;100;0;60;0;6582;
2020-08-19 05:00:00;14,64;14,6;0;100;0,2;60;0;6572;
2020-08-19 04:00:00;15,46;14,6;0;95,7;0,8;15;0,8;6590;
2020-08-19 03:00:00;15,57;14,4;0;93,58;0;0;0,5;6600;
2020-08-19 02:00:00;15,91;14,4;0;92,02;0;0;0,7;6590;
2020-08-19 01:00:00;16,01;14,3;0;90,59;0;0;0,7;6610;
2020-08-19 00:00:00;16,22;14,3;0;89,06;0;0;0,9;6620;1,5
2020-08-18 23:00:00;16,41;14,2;0;87,79;0;0;0,6;6630;
2020-08-18 22:00:00;17,12;14,2;0;83,99;0;0;0,8;6630;
2020-08-18 21:00:00;17,51;14,7;0;84,64;0;0;0,7;6640;
2020-08-18 20:00:00;18,11;15,1;0;83,71;0;0;0,7;6650;
2020-08-18 19:00:00;18,39;15,3;0;82,59;0;0;0,7;6650;
2020-08-18 18:00:00;18,74;15,4;7;81,65;0;0;0,2;6678;
2020-08-18 17:00:00;19,19;15,2;31;78,78;0;0;0,4;6756;
2020-08-18 16:00:00;20;15;100;74,02;0;0;0,3;6884;
2020-08-18 15:00:00;20,59;15;285;71,03;0;0;0,6;6972;
2020-08-18 14:00:00;19,66;14,5;130;73,14;0;0;0,2;6922;
2020-08-18 13:00:00;20,88;14,4;405;67,4;0;0;0,7;6884;
2020-08-18 12:00:00;19,39;14;261;71,98;0;0;0,4;6992;
2020-08-18 11:00:00;18,81;13,5;337;72,3;0;0;0,6;6992;
2020-08-18 10:00:00;16,75;13,1;221;80,01;0;0;0,9;6962;
2020-08-18 09:00:00;16,09;12,7;167;81,56;0;0;0,7;6854;
2020-08-18 08:00:00;14,19;12,5;37;90,13;0;0;0,7;6660;
2020-08-18 07:00:00;13,75;12,1;0;90,93;0;0;1;6582;
2020-08-18 06:00:00;14,05;11,9;0;88,38;0;0;0,9;6590;
2020-08-18 05:00:00;13,74;11,8;0;89,32;0;0;1;6590;
2020-08-18 04:00:00;13,67;11,8;0;89,15;0;0;0,9;6600;
2020-08-18 03:00:00;13,46;11,5;0;89,11;0;0;0,7;6600;
2020-08-18 02:00:00;13,07;10,9;0;87,89;0;0;0,6;6600;
2020-08-18 01:00:00;12,66;9,9;0;84,09;0;0;0,4;6600;
2020-08-18 00:00:00;13,04;9;0;77,61;0;0;1;6600;2,3
2020-08-17 23:00:00;13,07;8,1;0;72,95;0;0;0,9;6610;
2020-08-17 22:00:00;12,89;7,1;0;68,85;0;0;0,7;6620;
2020-08-17 21:00:00;13,17;6,2;0;63,3;0;0;0,6;6620;
2020-08-17 20:00:00;13,94;5,2;0;56,09;0;0;1,5;6630;
2020-08-17 19:00:00;14,22;5,8;0;57,77;0;0;1,1;6688;
2020-08-17 18:00:00;16,29;5,4;69;49,13;0;0;1,3;6816;
2020-08-17 17:00:00;18,86;6,6;262;45,58;0;0;1,1;6992;
2020-08-17 16:00:00;20,51;6;450;39,78;0;0;1;6992;
2020-08-17 15:00:00;21,12;2,7;604;30,31;0;0;1,1;6982;
2020-08-17 14:00:00;21,41;3,1;696;30,71;0;0;0,7;6982;
2020-08-17 13:00:00;20,89;2,1;722;29,37;0;0;0,7;6982;
2020-08-17 12:00:00;19,44;6,2;678;43,24;0;0;0,8;6992;
2020-08-17 11:00:00;17,59;9,7;572;60,74;0;0;0,5;6992;
2020-08-17 10:00:00;14,79;8,6;419;67,25;0;0;0,5;6992;
2020-08-17 09:00:00;11,49;8,6;223;83,52;0,2;0;0;6904;
2020-08-17 08:00:00;10,16;7,8;36;85,84;0;0;0;6630;
2020-08-17 07:00:00;9,94;7,7;0;86,85;0;0;0;6572;
2020-08-17 06:00:00;9,81;8,8;0;94,21;0;0;0,1;6582;
2020-08-17 05:00:00;9,72;8,5;0;93,42;0;0;0;6590;
2020-08-17 04:00:00;10,06;9;0;93,85;0;0;0;6590;
2020-08-17 03:00:00;9,77;8,6;0;93,24;0;0;0;6582;
2020-08-17 02:00:00;9,72;8,2;0;91,53;0;0;0;6600;
2020-08-17 01:00:00;9,77;7,9;0;89,36;0;0;0,1;6600;
2020-08-17 00:00:00;9,96;8,1;0;89,09;0;0;0;6610;1,8
2020-08-16 23:00:00;9,63;8,5;0;93,7;0;0;0;6610;
2020-08-16 22:00:00;9,82;8,7;0;93,88;0;0;0,1;6610;
2020-08-16 21:00:00;10,38;9;0;92,01;0;0;0,3;6620;
2020-08-16 20:00:00;11,2;9,7;0;91,81;0;0;0,8;6640;
2020-08-16 19:00:00;12,45;10,4;0;88,07;0;0;0,9;6678;
2020-08-16 18:00:00;15,92;10,1;48;70,51;0;0;0,4;6796;
2020-08-16 17:00:00;19,78;4,6;264;37,57;0;0;0,3;6982;
2020-08-16 16:00:00;19,63;6,7;451;43,7;0;0;0,7;6982;
